数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容,评分
TRAIN_8843,2043,PRODUCT_640,1392307200,好评！推荐购买,操作简单，容易上手。 购买后使用了13天，整体感觉,4
TRAIN_8844,2690,PRODUCT_266,1293811200,差评，需要改进,疑似假货，需要验证。 购买后使用了16天，整体感觉,2
TRAIN_8845,994,PRODUCT_289,1354723200,差评，需要改进,使用效果不如预期。 购买后使用了15天，整体感觉,2
TRAIN_8846,2232,PRODUCT_674,1294934400,好评！推荐购买,续航能力强，很实用。 购买后使用了21天，整体感觉,5
TRAIN_8847,1338,PRODUCT_428,1356796800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了11天，整体感觉,5
TRAIN_8848,1481,PRODUCT_583,1333209600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了16天，整体感觉,5
TRAIN_8849,2965,PRODUCT_397,1325433600,好评！推荐购买,正品保证，值得信赖。 购买后使用了11天，整体感觉,4
TRAIN_8850,2117,PRODUCT_14,1335196800,好评！推荐购买,颜色正，尺寸合适。 购买后使用了21天，整体感觉,5
TRAIN_8851,4179,PRODUCT_774,1395072000,中评，一般般,没什么大问题。 购买后使用了12天，整体感觉,3
TRAIN_8852,2932,PRODUCT_337,1335715200,好评！推荐购买,正品保证，值得信赖。 购买后使用了21天，整体感觉,4
TRAIN_8853,1388,PRODUCT_185,1302451200,好评！推荐购买,正品保证，值得信赖。 购买后使用了15天，整体感觉,5
TRAIN_8854,275,PRODUCT_339,1339257600,好评！推荐购买,操作简单，容易上手。 购买后使用了28天，整体感觉,5
TRAIN_8855,3258,PRODUCT_366,1382976000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了20天，整体感觉,5
TRAIN_8856,91,PRODUCT_69,1393257600,好评！推荐购买,操作简单，容易上手。 购买后使用了13天，整体感觉,5
TRAIN_8857,4969,PRODUCT_168,1372694400,差评，需要改进,使用效果不如预期。 购买后使用了17天，整体感觉,2
TRAIN_8858,4425,PRODUCT_339,1319731200,好评！推荐购买,续航能力强，很实用。 购买后使用了15天，整体感觉,5
TRAIN_8859,514,PRODUCT_871,1356278400,好评！推荐购买,续航能力强，很实用。 购买后使用了8天，整体感觉,5
TRAIN_8860,2223,PRODUCT_667,1340899200,中评，一般般,符合预期，没什么惊喜。 购买后使用了27天，整体感觉,3
TRAIN_8861,4775,PRODUCT_634,1376236800,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了18天，整体感觉,5
TRAIN_8862,2604,PRODUCT_318,1341590400,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了26天，整体感觉,5
TRAIN_8863,2296,PRODUCT_62,1321372800,好评！推荐购买,正品保证，值得信赖。 购买后使用了27天，整体感觉,4
TRAIN_8864,4387,PRODUCT_783,1295107200,中评，一般般,基本满足需求。 购买后使用了17天，整体感觉,3
TRAIN_8865,4302,PRODUCT_394,1392480000,好评！推荐购买,质量很好，非常满意！ 购买后使用了18天，整体感觉,4
TRAIN_8866,3697,PRODUCT_410,1329062400,好评！推荐购买,正品保证，值得信赖。 购买后使用了22天，整体感觉,5
TRAIN_8867,1426,PRODUCT_499,1323100800,中评，一般般,没什么大问题。 购买后使用了4天，整体感觉,3
TRAIN_8868,912,PRODUCT_359,1372608000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了16天，整体感觉,4
TRAIN_8869,4399,PRODUCT_87,1354204800,好评！推荐购买,物流很快，包装完好。 购买后使用了27天，整体感觉,5
TRAIN_8870,3306,PRODUCT_160,1305302400,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了13天，整体感觉,5
TRAIN_8871,3880,PRODUCT_865,1308931200,中评，一般般,普通使用没问题。 购买后使用了24天，整体感觉,3
TRAIN_8872,4057,PRODUCT_202,1304956800,中评，一般般,正常水平，可以接受。 购买后使用了29天，整体感觉,3
TRAIN_8873,617,PRODUCT_582,1314547200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了28天，整体感觉,4
TRAIN_8874,985,PRODUCT_434,1323792000,中评，一般般,基本满足需求。 购买后使用了20天，整体感觉,3
TRAIN_8875,4469,PRODUCT_535,1395936000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了16天，整体感觉,4
TRAIN_8876,3221,PRODUCT_176,1307203200,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了10天，整体感觉,4
TRAIN_8877,3804,PRODUCT_583,1325865600,差评，需要改进,操作复杂，不容易上手。 购买后使用了13天，整体感觉,2
TRAIN_8878,4522,PRODUCT_433,1371657600,差评，需要改进,操作复杂，不容易上手。 购买后使用了4天，整体感觉,1
TRAIN_8879,3214,PRODUCT_862,1372176000,差评，需要改进,疑似假货，需要验证。 购买后使用了17天，整体感觉,2
TRAIN_8880,4675,PRODUCT_367,1375200000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了15天，整体感觉,4
TRAIN_8881,4397,PRODUCT_379,1324310400,中评，一般般,就是普通的产品。 购买后使用了5天，整体感觉,3
TRAIN_8882,4895,PRODUCT_514,1303488000,好评！推荐购买,质量很好，非常满意！ 购买后使用了26天，整体感觉,5
TRAIN_8883,1549,PRODUCT_299,1306166400,中评，一般般,没什么大问题。 购买后使用了8天，整体感觉,3
TRAIN_8884,2057,PRODUCT_349,1341417600,差评，需要改进,疑似假货，需要验证。 购买后使用了16天，整体感觉,2
TRAIN_8885,785,PRODUCT_987,1305388800,中评，一般般,就是普通的产品。 购买后使用了17天，整体感觉,3
TRAIN_8886,1521,PRODUCT_878,1325779200,好评！推荐购买,续航能力强，很实用。 购买后使用了4天，整体感觉,5
TRAIN_8887,4634,PRODUCT_341,1308672000,好评！推荐购买,颜色正，尺寸合适。 购买后使用了1天，整体感觉,4
TRAIN_8888,3694,PRODUCT_842,1298390400,好评！推荐购买,操作简单，容易上手。 购买后使用了21天，整体感觉,4
TRAIN_8889,3501,PRODUCT_998,1328716800,好评！推荐购买,物流很快，包装完好。 购买后使用了7天，整体感觉,5
TRAIN_8890,796,PRODUCT_812,1363017600,好评！推荐购买,正品保证，值得信赖。 购买后使用了11天，整体感觉,5
TRAIN_8891,1997,PRODUCT_566,1328544000,中评，一般般,没什么特别感觉。 购买后使用了6天，整体感觉,3
TRAIN_8892,2857,PRODUCT_330,1295193600,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了8天，整体感觉,5
TRAIN_8893,1991,PRODUCT_711,1324742400,好评！推荐购买,物流很快，包装完好。 购买后使用了2天，整体感觉,5
TRAIN_8894,821,PRODUCT_164,1353427200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了15天，整体感觉,5
TRAIN_8895,2682,PRODUCT_787,1305993600,中评，一般般,还算满意吧。 购买后使用了22天，整体感觉,3
TRAIN_8896,4958,PRODUCT_366,1394812800,好评！推荐购买,操作简单，容易上手。 购买后使用了16天，整体感觉,5
TRAIN_8897,346,PRODUCT_238,1310659200,好评！推荐购买,操作简单，容易上手。 购买后使用了1天，整体感觉,5
TRAIN_8898,2952,PRODUCT_438,1388073600,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了12天，整体感觉,5
TRAIN_8899,4520,PRODUCT_200,1326816000,差评，需要改进,疑似假货，需要验证。 购买后使用了26天，整体感觉,1
TRAIN_8900,1772,PRODUCT_337,1347984000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了26天，整体感觉,4
TRAIN_8901,3244,PRODUCT_895,1377100800,好评！推荐购买,续航能力强，很实用。 购买后使用了22天，整体感觉,4
TRAIN_8902,1887,PRODUCT_447,1382371200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了21天，整体感觉,4
TRAIN_8903,2460,PRODUCT_685,1348934400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了17天，整体感觉,5
TRAIN_8904,959,PRODUCT_31,1365177600,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了25天，整体感觉,5
TRAIN_8905,1083,PRODUCT_802,1366732800,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了19天，整体感觉,5
TRAIN_8906,1143,PRODUCT_648,1298563200,好评！推荐购买,质量很好，非常满意！ 购买后使用了9天，整体感觉,4
TRAIN_8907,1151,PRODUCT_888,1345910400,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了28天，整体感觉,2
TRAIN_8908,1148,PRODUCT_774,1307289600,差评，需要改进,价格偏高，性价比不高。 购买后使用了9天，整体感觉,2
TRAIN_8909,3660,PRODUCT_268,1331395200,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了2天，整体感觉,4
TRAIN_8910,3529,PRODUCT_616,1379260800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了2天，整体感觉,4
TRAIN_8911,4717,PRODUCT_592,1330444800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了28天，整体感觉,4
TRAIN_8912,972,PRODUCT_96,1318262400,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了17天，整体感觉,5
TRAIN_8913,1237,PRODUCT_740,1383148800,中评，一般般,还算满意吧。 购买后使用了29天，整体感觉,3
TRAIN_8914,335,PRODUCT_107,1359043200,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了20天，整体感觉,5
TRAIN_8915,2862,PRODUCT_962,1346515200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了3天，整体感觉,4
TRAIN_8916,3560,PRODUCT_572,1304524800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了17天，整体感觉,5
TRAIN_8917,282,PRODUCT_972,1335801600,差评，需要改进,质量一般，有点失望。 购买后使用了1天，整体感觉,1
TRAIN_8918,2676,PRODUCT_698,1341590400,好评！推荐购买,续航能力强，很实用。 购买后使用了1天，整体感觉,5
TRAIN_8919,649,PRODUCT_823,1329235200,差评，需要改进,疑似假货，需要验证。 购买后使用了7天，整体感觉,2
TRAIN_8920,1968,PRODUCT_426,1293897600,好评！推荐购买,操作简单，容易上手。 购买后使用了9天，整体感觉,5
TRAIN_8921,1605,PRODUCT_190,1311868800,好评！推荐购买,物流很快，包装完好。 购买后使用了4天，整体感觉,5
TRAIN_8922,2818,PRODUCT_272,1395417600,中评，一般般,还算满意吧。 购买后使用了5天，整体感觉,3
TRAIN_8923,4734,PRODUCT_83,1377619200,好评！推荐购买,物流很快，包装完好。 购买后使用了20天，整体感觉,4
TRAIN_8924,3104,PRODUCT_862,1302105600,好评！推荐购买,物流很快，包装完好。 购买后使用了8天，整体感觉,4
TRAIN_8925,3107,PRODUCT_299,1305388800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了11天，整体感觉,4
TRAIN_8926,4661,PRODUCT_131,1297008000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了19天，整体感觉,5
TRAIN_8927,2479,PRODUCT_555,1329840000,好评！推荐购买,质量很好，非常满意！ 购买后使用了29天，整体感觉,5
TRAIN_8928,4669,PRODUCT_27,1306944000,好评！推荐购买,续航能力强，很实用。 购买后使用了1天，整体感觉,4
TRAIN_8929,879,PRODUCT_774,1308326400,中评，一般般,正常水平，可以接受。 购买后使用了24天，整体感觉,3
TRAIN_8930,3410,PRODUCT_18,1361894400,中评，一般般,还算满意吧。 购买后使用了10天，整体感觉,3
TRAIN_8931,2981,PRODUCT_646,1328371200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了16天，整体感觉,5
TRAIN_8932,1700,PRODUCT_129,1304179200,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了14天，整体感觉,1
TRAIN_8933,273,PRODUCT_968,1314374400,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了7天，整体感觉,4
TRAIN_8934,237,PRODUCT_367,1332777600,中评，一般般,就是普通的产品。 购买后使用了14天，整体感觉,3
TRAIN_8935,1415,PRODUCT_949,1348329600,好评！推荐购买,续航能力强，很实用。 购买后使用了18天，整体感觉,5
TRAIN_8936,4600,PRODUCT_662,1389196800,差评，需要改进,疑似假货，需要验证。 购买后使用了20天，整体感觉,1
TRAIN_8937,4058,PRODUCT_44,1340640000,好评！推荐购买,续航能力强，很实用。 购买后使用了29天，整体感觉,4
TRAIN_8938,2707,PRODUCT_330,1356796800,好评！推荐购买,物流很快，包装完好。 购买后使用了22天，整体感觉,5
TRAIN_8939,3313,PRODUCT_583,1330963200,中评，一般般,没什么特别感觉。 购买后使用了2天，整体感觉,3
TRAIN_8940,2727,PRODUCT_913,1373472000,好评！推荐购买,正品保证，值得信赖。 购买后使用了4天，整体感觉,5
TRAIN_8941,659,PRODUCT_933,1393862400,中评，一般般,正常水平，可以接受。 购买后使用了19天，整体感觉,3
TRAIN_8942,804,PRODUCT_641,1294070400,中评，一般般,还算满意吧。 购买后使用了3天，整体感觉,3
TRAIN_8943,3247,PRODUCT_833,1364572800,好评！推荐购买,质量很好，非常满意！ 购买后使用了20天，整体感觉,4
TRAIN_8944,2951,PRODUCT_158,1306598400,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了22天，整体感觉,5
TRAIN_8945,4131,PRODUCT_870,1360771200,好评！推荐购买,质量很好，非常满意！ 购买后使用了9天，整体感觉,4
TRAIN_8946,1549,PRODUCT_620,1339862400,差评，需要改进,质量一般，有点失望。 购买后使用了2天，整体感觉,2
TRAIN_8947,4217,PRODUCT_693,1387728000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了11天，整体感觉,4
TRAIN_8948,4422,PRODUCT_848,1351180800,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了20天，整体感觉,4
TRAIN_8949,4459,PRODUCT_46,1327680000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了15天，整体感觉,4
TRAIN_8950,3862,PRODUCT_211,1308412800,中评，一般般,就是普通的产品。 购买后使用了18天，整体感觉,3
TRAIN_8951,4546,PRODUCT_419,1394035200,好评！推荐购买,正品保证，值得信赖。 购买后使用了17天，整体感觉,4
TRAIN_8952,2906,PRODUCT_210,1304697600,好评！推荐购买,续航能力强，很实用。 购买后使用了15天，整体感觉,4
TRAIN_8953,4515,PRODUCT_79,1327161600,中评，一般般,还可以，中规中矩。 购买后使用了24天，整体感觉,3
TRAIN_8954,4853,PRODUCT_357,1314547200,好评！推荐购买,质量很好，非常满意！ 购买后使用了11天，整体感觉,5
TRAIN_8955,469,PRODUCT_761,1306512000,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了23天，整体感觉,4
TRAIN_8956,3164,PRODUCT_76,1381248000,好评！推荐购买,质量很好，非常满意！ 购买后使用了2天，整体感觉,5
TRAIN_8957,2262,PRODUCT_527,1357056000,中评，一般般,一般般，没什么特别。 购买后使用了24天，整体感觉,3
TRAIN_8958,1107,PRODUCT_698,1327766400,好评！推荐购买,续航能力强，很实用。 购买后使用了30天，整体感觉,5
TRAIN_8959,848,PRODUCT_8,1344096000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了11天，整体感觉,5
TRAIN_8960,2677,PRODUCT_905,1337788800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了5天，整体感觉,5
TRAIN_8961,2647,PRODUCT_862,1357660800,好评！推荐购买,正品保证，值得信赖。 购买后使用了9天，整体感觉,4
TRAIN_8962,828,PRODUCT_959,1321286400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了18天，整体感觉,5
TRAIN_8963,3649,PRODUCT_62,1304870400,好评！推荐购买,质量很好，非常满意！ 购买后使用了20天，整体感觉,5
TRAIN_8964,1562,PRODUCT_677,1316620800,差评，需要改进,价格偏高，性价比不高。 购买后使用了19天，整体感觉,2
TRAIN_8965,2095,PRODUCT_110,1381593600,好评！推荐购买,物流很快，包装完好。 购买后使用了4天，整体感觉,5
TRAIN_8966,788,PRODUCT_906,1348243200,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了6天，整体感觉,4
TRAIN_8967,2052,PRODUCT_768,1300464000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了30天，整体感觉,4
TRAIN_8968,1110,PRODUCT_953,1366560000,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了4天，整体感觉,5
TRAIN_8969,3178,PRODUCT_837,1366819200,好评！推荐购买,颜色正，尺寸合适。 购买后使用了10天，整体感觉,5
TRAIN_8970,4229,PRODUCT_90,1304438400,差评，需要改进,物流太慢，等了很久。 购买后使用了6天，整体感觉,1
TRAIN_8971,1696,PRODUCT_224,1297785600,差评，需要改进,操作复杂，不容易上手。 购买后使用了19天，整体感觉,2
TRAIN_8972,3125,PRODUCT_345,1359043200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了21天，整体感觉,4
TRAIN_8973,3806,PRODUCT_927,1337270400,中评，一般般,普通使用没问题。 购买后使用了24天，整体感觉,3
TRAIN_8974,1574,PRODUCT_397,1383148800,中评，一般般,没什么特别感觉。 购买后使用了8天，整体感觉,3
TRAIN_8975,2517,PRODUCT_288,1363363200,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了26天，整体感觉,5
TRAIN_8976,4139,PRODUCT_23,1379865600,中评，一般般,还算满意吧。 购买后使用了21天，整体感觉,3
TRAIN_8977,456,PRODUCT_321,1329148800,好评！推荐购买,颜色正，尺寸合适。 购买后使用了25天，整体感觉,4
TRAIN_8978,111,PRODUCT_350,1358784000,差评，需要改进,疑似假货，需要验证。 购买后使用了6天，整体感觉,1
TRAIN_8979,4298,PRODUCT_656,1305907200,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了13天，整体感觉,4
TRAIN_8980,1248,PRODUCT_339,1372608000,好评！推荐购买,物流很快，包装完好。 购买后使用了1天，整体感觉,4
TRAIN_8981,4111,PRODUCT_502,1326470400,好评！推荐购买,物流很快，包装完好。 购买后使用了2天，整体感觉,4
TRAIN_8982,3053,PRODUCT_596,1307808000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了24天，整体感觉,5
TRAIN_8983,3772,PRODUCT_926,1395072000,好评！推荐购买,物流很快，包装完好。 购买后使用了12天，整体感觉,4
TRAIN_8984,2781,PRODUCT_344,1309881600,好评！推荐购买,颜色正，尺寸合适。 购买后使用了12天，整体感觉,4
TRAIN_8985,3015,PRODUCT_171,1368806400,中评，一般般,就是普通的产品。 购买后使用了5天，整体感觉,3
TRAIN_8986,1128,PRODUCT_98,1379433600,中评，一般般,普通使用没问题。 购买后使用了10天，整体感觉,3
TRAIN_8987,1159,PRODUCT_270,1386604800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了19天，整体感觉,4
TRAIN_8988,4380,PRODUCT_61,1322409600,差评，需要改进,价格偏高，性价比不高。 购买后使用了20天，整体感觉,1
TRAIN_8989,623,PRODUCT_658,1374940800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了11天，整体感觉,5
TRAIN_8990,871,PRODUCT_669,1336924800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了2天，整体感觉,5
TRAIN_8991,2558,PRODUCT_640,1353168000,好评！推荐购买,续航能力强，很实用。 购买后使用了25天，整体感觉,5
TRAIN_8992,911,PRODUCT_250,1312646400,中评，一般般,基本满足需求。 购买后使用了5天，整体感觉,3
TRAIN_8993,3054,PRODUCT_232,1304524800,中评，一般般,符合预期，没什么惊喜。 购买后使用了9天，整体感觉,3
TRAIN_8994,535,PRODUCT_224,1296576000,差评，需要改进,物流太慢，等了很久。 购买后使用了7天，整体感觉,1
TRAIN_8995,539,PRODUCT_288,1368806400,中评，一般般,没什么特别感觉。 购买后使用了6天，整体感觉,3
TRAIN_8996,685,PRODUCT_288,1337702400,好评！推荐购买,操作简单，容易上手。 购买后使用了17天，整体感觉,4
TRAIN_8997,227,PRODUCT_987,1359475200,中评，一般般,还算满意吧。 购买后使用了5天，整体感觉,3
TRAIN_8998,1090,PRODUCT_912,1378396800,好评！推荐购买,质量很好，非常满意！ 购买后使用了22天，整体感觉,5
TRAIN_8999,1039,PRODUCT_437,1303142400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了15天，整体感觉,5
TRAIN_9000,3272,PRODUCT_637,1377446400,好评！推荐购买,续航能力强，很实用。 购买后使用了30天，整体感觉,4
TRAIN_9001,3685,PRODUCT_712,1326297600,好评！推荐购买,颜色正，尺寸合适。 购买后使用了14天，整体感觉,4
TRAIN_9002,2504,PRODUCT_79,1305043200,中评，一般般,还可以，中规中矩。 购买后使用了28天，整体感觉,3
TRAIN_9003,3668,PRODUCT_707,1370620800,好评！推荐购买,颜色正，尺寸合适。 购买后使用了20天，整体感觉,5
TRAIN_9004,3115,PRODUCT_462,1323446400,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了7天，整体感觉,5
TRAIN_9005,1783,PRODUCT_578,1366473600,好评！推荐购买,质量很好，非常满意！ 购买后使用了15天，整体感觉,4
TRAIN_9006,927,PRODUCT_932,1312560000,好评！推荐购买,正品保证，值得信赖。 购买后使用了16天，整体感觉,4
TRAIN_9007,2573,PRODUCT_48,1356796800,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了2天，整体感觉,4
TRAIN_9008,779,PRODUCT_67,1319212800,好评！推荐购买,操作简单，容易上手。 购买后使用了27天，整体感觉,5
TRAIN_9009,67,PRODUCT_749,1343664000,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了30天，整体感觉,2
TRAIN_9010,4668,PRODUCT_742,1333296000,中评，一般般,符合预期，没什么惊喜。 购买后使用了7天，整体感觉,3
TRAIN_9011,4521,PRODUCT_87,1347638400,中评，一般般,一般般，没什么特别。 购买后使用了14天，整体感觉,3
TRAIN_9012,609,PRODUCT_441,1365609600,好评！推荐购买,颜色正，尺寸合适。 购买后使用了29天，整体感觉,5
TRAIN_9013,3863,PRODUCT_314,1348156800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了19天，整体感觉,5
TRAIN_9014,3985,PRODUCT_40,1380038400,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了17天，整体感觉,2
TRAIN_9015,4751,PRODUCT_338,1305820800,好评！推荐购买,物流很快，包装完好。 购买后使用了12天，整体感觉,5
TRAIN_9016,4047,PRODUCT_558,1374076800,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了2天，整体感觉,2
TRAIN_9017,1615,PRODUCT_506,1314547200,中评，一般般,就是普通的产品。 购买后使用了30天，整体感觉,3
TRAIN_9018,4225,PRODUCT_410,1295625600,中评，一般般,没什么特别感觉。 购买后使用了5天，整体感觉,3
TRAIN_9019,1722,PRODUCT_412,1325260800,好评！推荐购买,正品保证，值得信赖。 购买后使用了11天，整体感觉,5
TRAIN_9020,4173,PRODUCT_550,1344268800,好评！推荐购买,颜色正，尺寸合适。 购买后使用了28天，整体感觉,5
TRAIN_9021,1691,PRODUCT_456,1305993600,好评！推荐购买,操作简单，容易上手。 购买后使用了21天，整体感觉,5
TRAIN_9022,4517,PRODUCT_508,1355068800,好评！推荐购买,续航能力强，很实用。 购买后使用了22天，整体感觉,5
TRAIN_9023,188,PRODUCT_365,1375113600,好评！推荐购买,物流很快，包装完好。 购买后使用了29天，整体感觉,4
TRAIN_9024,4077,PRODUCT_541,1339430400,好评！推荐购买,正品保证，值得信赖。 购买后使用了2天，整体感觉,4
TRAIN_9025,495,PRODUCT_159,1380038400,好评！推荐购买,续航能力强，很实用。 购买后使用了20天，整体感觉,5
TRAIN_9026,2092,PRODUCT_174,1342627200,中评，一般般,正常水平，可以接受。 购买后使用了15天，整体感觉,3
TRAIN_9027,4976,PRODUCT_845,1330012800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了2天，整体感觉,4
TRAIN_9028,2347,PRODUCT_316,1389110400,好评！推荐购买,操作简单，容易上手。 购买后使用了4天，整体感觉,5
TRAIN_9029,979,PRODUCT_551,1386518400,差评，需要改进,物流太慢，等了很久。 购买后使用了17天，整体感觉,2
TRAIN_9030,1382,PRODUCT_757,1380470400,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了10天，整体感觉,5
TRAIN_9031,3648,PRODUCT_474,1344787200,好评！推荐购买,操作简单，容易上手。 购买后使用了17天，整体感觉,4
TRAIN_9032,2389,PRODUCT_383,1315929600,好评！推荐购买,使用效果很棒，物超所值。 购买后使用了23天，整体感觉,4
TRAIN_9033,1985,PRODUCT_657,1311868800,好评！推荐购买,续航能力强，很实用。 购买后使用了4天，整体感觉,4
TRAIN_9034,2602,PRODUCT_425,1381420800,中评，一般般,没什么特别感觉。 购买后使用了4天，整体感觉,3
TRAIN_9035,1749,PRODUCT_810,1353081600,中评，一般般,就是普通的产品。 购买后使用了11天，整体感觉,3
TRAIN_9036,3589,PRODUCT_611,1374595200,好评！推荐购买,质量很好，非常满意！ 购买后使用了24天，整体感觉,4
TRAIN_9037,3770,PRODUCT_615,1304524800,好评！推荐购买,操作简单，容易上手。 购买后使用了21天，整体感觉,4
TRAIN_9038,452,PRODUCT_852,1348416000,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了11天，整体感觉,4
TRAIN_9039,1724,PRODUCT_27,1297267200,差评，需要改进,使用效果不如预期。 购买后使用了4天，整体感觉,2
TRAIN_9040,2147,PRODUCT_106,1320508800,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了19天，整体感觉,4
TRAIN_9041,1436,PRODUCT_111,1326211200,好评！推荐购买,续航能力强，很实用。 购买后使用了12天，整体感觉,4
TRAIN_9042,3128,PRODUCT_458,1316275200,中评，一般般,就是普通的产品。 购买后使用了12天，整体感觉,3
TRAIN_9043,2801,PRODUCT_807,1322496000,中评，一般般,一般般，没什么特别。 购买后使用了16天，整体感觉,3
TRAIN_9044,3843,PRODUCT_295,1387900800,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了5天，整体感觉,4
TRAIN_9045,3305,PRODUCT_315,1321286400,好评！推荐购买,正品保证，值得信赖。 购买后使用了7天，整体感觉,5
TRAIN_9046,3586,PRODUCT_315,1321113600,好评！推荐购买,性价比很高，推荐购买！ 购买后使用了26天，整体感觉,4
TRAIN_9047,1260,PRODUCT_24,1326470400,差评，需要改进,疑似假货，需要验证。 购买后使用了3天，整体感觉,2
TRAIN_9048,28,PRODUCT_428,1345564800,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了2天，整体感觉,5
TRAIN_9049,3748,PRODUCT_165,1360339200,中评，一般般,还可以，中规中矩。 购买后使用了27天，整体感觉,3
TRAIN_9050,875,PRODUCT_741,1343059200,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了2天，整体感觉,4
TRAIN_9051,3368,PRODUCT_462,1334764800,好评！推荐购买,客服态度很好，解决问题及时。 购买后使用了2天，整体感觉,4
TRAIN_9052,450,PRODUCT_587,1335974400,好评！推荐购买,物流很快，包装完好。 购买后使用了24天，整体感觉,5
TRAIN_9053,4693,PRODUCT_350,1362758400,好评！推荐购买,颜色正，尺寸合适。 购买后使用了7天，整体感觉,5
TRAIN_9054,1469,PRODUCT_60,1359993600,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了24天，整体感觉,5
TRAIN_9055,2845,PRODUCT_42,1363968000,好评！推荐购买,外观漂亮，功能齐全。 购买后使用了30天，整体感觉,5
TRAIN_9056,929,PRODUCT_689,1353168000,好评！推荐购买,续航能力强，很实用。 购买后使用了9天，整体感觉,5
TRAIN_9057,2232,PRODUCT_685,1355932800,差评，需要改进,外观有瑕疵，不满意。 购买后使用了9天，整体感觉,2
TRAIN_9058,4754,PRODUCT_928,1340553600,差评，需要改进,质量一般，有点失望。 购买后使用了26天，整体感觉,2
TRAIN_9059,272,PRODUCT_813,1323964800,差评，需要改进,颜色偏差大，尺寸不合适。 购买后使用了13天，整体感觉,1
TRAIN_9060,4027,PRODUCT_413,1299772800,中评，一般般,基本满足需求。 购买后使用了5天，整体感觉,3
TRAIN_9061,2006,PRODUCT_968,1326729600,差评，需要改进,客服回应慢，解决问题效率低。 购买后使用了4天，整体感觉,2
TRAIN_9062,3819,PRODUCT_322,1315843200,好评！推荐购买,操作简单，容易上手。 购买后使用了19天，整体感觉,4
